Date,TRDPRC_1,OPEN_PRC,HIGH_1,LOW_1,ACVOL_UNS
2015-06-03,1482.07,1480.36,1487.38,1477.15,6245894000
2015-06-04,1490.9,1484.57,1491.81,1476.16,9382078000
2015-06-05,1507.37,1490.51,1509.06,1490.29,7564899000
2015-06-08,1508.28,1507.72,1511.5,1501.62,6028016000
2015-06-09,1492.32,1504.59,1505.23,1490.64,8144764000
2015-06-10,1504.04,1496.65,1510.68,1496.37,6850197000
2015-06-11,1514.81,1512.95,1518.34,1510.74,8509751000
2015-06-12,1508.23,1515.64,1517.1,1506.69,7652076000
2015-06-15,1501.89,1507.05,1507.66,1496.76,7561860000
2015-06-16,1503.28,1502.26,1507.93,1501.28,7769869000
2015-06-17,1514.79,1507.23,1516.52,1504.16,8461381000
2015-06-18,1508.04,1517.13,1518.44,1506.57,8744635000
2015-06-19,1491.46,1507.6,1508.19,1488.07,9603154000
2015-06-22,1504.06,1492.55,1509.39,1492.18,7671748000
2015-06-23,1503.23,1512.23,1513.31,1500.97,7533312000
2015-06-24,1518.26,1507.39,1518.61,1506.72,8854869000
2015-06-25,1519.47,1517.35,1523.42,1512.76,9268379000
2015-06-26,1518.03,1520.92,1524.59,1516.96,7727436000
2015-06-29,1511.19,1501.03,1516.93,1495.86,8537640000
2015-06-30,1504.55,1510.18,1512.65,1499.15,10902512000
2015-07-02,1491.62,1504.72,1505.41,1490.8,10372815000
2015-07-03,1489.59,1490.44,1495.37,1485.5,7988950000
2015-07-06,1473.23,1479.81,1482.23,1470.37,8516054000
2015-07-07,1483.77,1477.16,1484.9,1475.88,7733338000
2015-07-08,1470.25,1476.01,1478.97,1466.74,7402388000
2015-07-09,1472.57,1469.59,1479.28,1461.57,8521276000
